video_id,category_id,views,likes,dislikes,comment_count
jLZuaFZWa7A,17,725140,19060,950,3055
5WUDfviiKRE,27,21342,107,312,201
4sXyLTk0IAQ,23,376062,4305,125,666
IumYMCllMsM,10,2520676,92185,1494,3337
nkXGohB02V0,15,1113089,33670,794,1422
uUvgMnzplt4,23,2263186,144938,1736,11631
wV7RsaTY228,27,622135,12974,11244,3131
2nshBD9EbxE,26,826996,21338,408,1116
zbV1zyg_4qU,28,5965,186,8,52
cHB_s970Uyw,24,5770671,145148,5836,17764
JcC5VGOx8I8,10,950926,59618,231,1517
V3EYjVPRClU,10,4200999,142811,6449,13357
Wen6VQS6NG4,28,945598,19821,1920,2115
1lGHZ5NMHRY,28,1288759,29502,3790,0
_r9GPgvN8As,24,769805,7621,481,979
AFZZNlog8sA,10,21210,307,26,44
ir8UofAKNCM,22,187052,9557,86,983
UiWGp8dFr5k,24,307815,3114,275,353
npcqBt_e4k0,24,427696,5174,130,520
PtNRJvsLHV0,22,16661,304,46,32
LqSkYMmyUWU,1,464494,9347,168,1094
gm5P74vcB84,28,39115,1423,21,144
_EvMYEfF_hQ,24,13025011,436454,9298,31464
zYX1bgxEAhw,24,998765,27510,1156,0
ilaSwO2fx40,24,306414,1677,124,1368
VfAOl67WcLY,23,1231253,39100,1513,2000
I8TVdFbFMg4,28,919307,16908,1132,1575
I6N-XuYllgA,24,2199045,95007,1214,4723
OHOkdEBpwDc,24,1949436,92653,2753,16380
NWQqJDGo4Z4,10,164659,3121,896,1241
07bTt0BTi-U,24,698414,22322,721,3183
EBt_88nxG4c,10,17620424,466482,19633,32677
J6iyX87SBP0,1,344693,3736,958,706
KFaMZUarksA,10,3458573,143718,2155,9801
1dQEfL2BfUM,24,271876,17159,317,764
fIElFIuzGLI,26,275390,6573,1009,1453
RP3UsFrDJfY,10,1410553,72716,1152,4758
s7wLPGmnahE,24,292075,1725,244,168
9efQnL-nlUg,28,544047,15516,584,1546
6VoJHrdoIJw,17,530291,9667,445,1195
Up09AUDzLVI,28,286704,10933,231,2386
0dSR-9mtuzk,24,557538,14416,231,631
CzmIrPvIzxk,1,2819213,54017,1734,6646
2Nlo2ekTRvI,1,2303131,42395,2237,6802
Lg5x-YWxpco,24,1126881,11544,1324,5475
qgGooEyeNNc,10,615364,51997,234,2566
G4BxOhJOmUw,24,1432092,37687,919,3593
vFK7oWLWapc,1,330716,10750,2101,2901
#NAME?,25,534125,2507,1201,1772
taxAD2LePy8,26,426730,37374,474,3963
puREqwXzyCI,23,218279,12755,1003,1834
Da2crn5NXc4,26,990059,67638,2773,905
TSW9cla5bmw,24,134858,1886,84,204
lJM8qqEy35c,25,224903,945,91,902
OPaybxgucww,23,1152064,41379,920,1323
5TLANg1GC7U,24,3195732,78696,1526,7837
GyvRamX1VyA,24,448612,16886,317,1358
vkHGedqmIPc,22,258814,14865,281,1095
FaxqVBYVOVU,20,240663,8645,101,692
CxC161GvMPc,27,468081,19382,390,1309
0Rt329xQUjM,26,341347,11311,212,1149
0PW9MWDWLH8,22,146511,10937,64,889
Wiq7z_HS5DY,26,13747,877,39,77
3oXhLdeuxDw,25,1097752,11569,358,1931
lfkYyrhWphE,10,2095381,152931,916,8956
G_Pu00NmJfg,26,424065,10467,217,1069
kKFNThEiilU,22,160996,1458,393,599
UQHSK-kgONk,10,259389,5141,77,310
4L-BPQVZYXM,28,1543548,54190,1296,5941
eZQdQ5pV6EE,22,497621,28271,436,4353
HszBf-CJeVE,24,1458879,63186,727,3158
lR-oJvKJyUY,26,1112552,23828,1239,2598
XcUiOyKclOI,10,116401,4438,45,297
#NAME?,17,2509299,8977,1718,899
X5DWRXTOUD0,26,739463,46679,1659,3758
BQC09Mdn24w,24,524399,32280,1556,3751
bAfn2duIlN8,22,186407,8034,301,1211
i2ZHwnKVXK0,23,172205,5474,91,366
uU3kLBo_ruo,27,584434,25480,1560,5001
TfHJJeiS-aI,24,195883,1993,54,147
CWrjDoEBQsw,26,612653,23052,301,2125
Yhea380bYp0,10,221395,18407,185,1298
7Bgj9c48zHU,24,113204,12869,103,4197
_akwfRuL4os,22,307975,9093,225,2172
VdugkldCx10,10,257192,9031,260,492
tj3EKWwIulQ,24,3921,0,0,0
aZdkR_WhA5Q,23,1590640,49590,2019,1842
MU29Wqg_BVo,19,74812,5352,28,328
Dkut3XLIVrI,10,78674,4826,118,344
fbL1ZoAQgUU,28,1248469,9536,397,2319
Ft-cmkjgOlk,1,23393,226,29,75
FTv-CE43PpM,24,93534,1986,225,857
jH2t4Tcl3Pg,10,840651,28945,597,1587
SJUhFjNfaZY,10,72728,502,43,74
leFNoUJmJ9o,22,26940,1933,11,319
vSRAOvhFF1I,24,96440,8775,113,413
UhZ56rcWwRQ,1,2358051,24368,5513,5622
w2Es7-c9GAk,10,2049961,9814,2630,2153
fEjag-a7TyU,17,1251416,10836,568,757
feDs1pIhTFQ,10,90206,6419,34,443
pmdVVDkvJXU,24,94892,1503,16,288
FaJmopuuhZE,10,186119,4727,178,567
dLRZTBtdMUg,10,206873,3362,128,144
KQkkgD2p3Ow,10,410133,7726,606,1097
RO41_2cWSXA,10,28607,2098,91,359
iatq3Rn4vsg,24,364914,10007,187,1143
6JvRVILczps,17,1073561,1299,16,55
aD5dCMBeySA,22,154224,1584,63,272
YkLzdHTv3G0,23,806660,37548,932,2027
R8hccXRk3MI,24,639536,9718,1536,1004
KIFiLnPHUoM,28,2805,52,7,8
wFEAoF7RC7Y,10,86897,469,4,106
EbuCLC_wVlM,24,447310,16829,182,538
9vlKOFd73XM,25,10692,49,23,26
ZJDMWVZta3M,1,36152111,444698,15434,48348
MfLcjWq6m9o,15,29725,872,34,47
WKcYTvyoidw,25,45774,1100,56,297
2a52cBN9qOA,25,2232,12,3,19
uLHygq6Mm-0,24,88667,1120,58,207
gO_QM9oUcM0,22,87215,407,27,140
X_tYrnv_o6A,27,502040,32735,236,4000
vNya04dlC4I,24,62644,198,281,236
7cTi6PHUqMw,24,40840,1435,86,824
MVes87KrWvs,22,210065,23366,338,1075
ZkPSbp3zTfo,24,3383838,63060,3779,7123
XHkAjUVoQME,22,270597,3747,77,244
Y8JGfi4MJ8k,10,26830,79,1,8
Nt4tJHp27u0,23,139393,8735,181,1061
aXLS_WDIugk,24,17716,49,2,2
QY83PJXQYXc,17,28091,1614,44,260
TIQqb80eg24,10,2623238,119787,1975,10218
f45Va7jMSx4,22,159384,4667,187,281
