reviewerID,unixReviewTime,summary,reviewText,recommend
A33AQPJYH7UUXR,1326758400,a little of what's inside the february 2012 issue,"This is a wonderful magazine if you are a fan of - as the magazine title says - Country Living. There is bit of a modern edge to it all too, which I think makes it even more accessible.<br /><br />They refer to the Feb 2012 issue as ""the White Issue"" with decorating ideas that involve white/neutrals - lots of examples of antiques and replicas throughout the magazine.<br /><br />just a a quick sample of what's inside -<br /><br />* Collecting this month focuses on match safes with photos of gorgeous antique versions.<br />* the center layout featuring a beautiful home done in pared back white and warm wood.<br />* more on whites in formal and eclectic settings.<br />* an article on the Coombs maple farm in Vermont with recipes for Sour Cream Pancakes with Maple-Pecan Butter and Tomato-Cheddar Strata.<br /><br />I like that this is one magazine I subscribe to that I see prices quoted for little splurges that are affordable like simple/functional yet gorgeous custom stamped leather luggage tags for $13.95. This is already the second place in the issue in just the first few pages that highlights women artisans and made in the USA hand crafted goods. This magazine tries to keep things accessible to its readers, quoting sources we can use not just designer industry insiders.<br /><br />Yes, there are a ton of ads (like pretty much any other magazine) but if the ads help keep my subscription cost to a measly $5 per year then the ads are fine with me!<br /><br />Pleased with this purchase and definitely recommended.",1
A3KT1J40AI9GYJ,1381190400,Good for beginners,"I like to use health magazines to both motivate me and give me new ideas on workouts and fun things to do. Perhaps, I've been working out too long, or reading these consecutively for too long a period, but I find that Shape, along with most health magazines, can get a bit repetitive.",1
A16PDB0CIYNAMC,1343174400,love it,"I read some of the previous reviews and honestly I don't fully see where they are coming from.<br />I've subscribed for about a year and a half and while I see some recaps on some similar exercises, they throw in new things a lot.<br />There are a lot of recipes and notes on diets and such that I love, and they only talk about how bad fad diets are and don't advertise for them!<br />Encourages and enlightens. It shows a way to incorporate exercise into any lifestyle and gives you the encouragement to continue an exercise regimen-- no matter how sedentary you are.",1
A1GQAKL9CGQLP1,1321142400,"Fresh, Light and Lovely Design","I love COUNTRY LIVING design.  Now that COUNTRY HOME and COTTAGE LIVING are no longer being published, it is one of the few sources for examples of well-done rural and country/cottage design.  The design found inside is original and there are excellent tips.  I look forward to receiving this magazine every month.",1
AYOMAHLWRQHUG,1298764800,"Sophisticated, Intelligent","I ordered this magazine because it was on sale and I thought it would do well in our medical waiting room. I didn't expect to find 1/2 dozen ideas (many from the ads) in each issue that I could use in my own (Mid-Century Modern) home.  Very well done.<br /><br />Addendum:  Been receiving this for months now and am always impressed with how interesting and innovative it is.  I love their advice this month to ""Choose a contractor who listens to bluegrass.""",1
A2KQ9FU7M6IX2X,1257379200,Has nothing to do with fitness anymore,"I started reading Shape back in 03 when I went to college and I wanted to stay on a healthy track. It was great and had tons of fitness articles and helped me perfect my form. Since then its simply become all about beauty and fashion with maybe a little bit of fitness mixed in. And the fashion isn't even that good, who wants to spend $100 on a pair of workout pants? I don't. What is most sad is that its extremely repetitive, it shows the same movements different girl maybe on a beach or in a field somewhere. I'm still trying to figure out why all of a sudden the buff toned models they once had grace the covers have been replaced with frail, thin untoned celebrities.",0
A33PNAQ33DGBJG,1215734400,Shape...,This is an average magazine. It has the miracle weight loss stories and the celebrity how-tos. There are actually some really good tips for weight loss and keeping it off with exercise. Some of the exercise examples are easy but most need to done at a gym.,1
AN2V94NFIDZ0J,1265587200,Nice little magazine full of wonderful places & great recipes too!,"I gave this as a gift plus I've been receiving this magazine for over twenty years myself.  It has changed over the years but so have we, so I'm glad it stays updated.  The colors burst off the pages of gardens we would love to own and you get to meet the gardener.  The recipes are to die for since I've kept so many of them and use them over and over again.  They always take you to a small town somewhere in the U.S. that makes you want to get in your car and go.  It's a warm, down to earth, grab your heart, kind of magazine.  I love it, who wouldn't.",1
AKMEY1BSHSDG7,1254700800,A welcome house-warming gift!,"If your ""Country Living"" is out in the boondocks or in the middle of Manhattan, this decorating and country ""lifestyle"" magazine is for you. The ideas are wonderful, and realistic enough that most of them are truly adaptable to your own individual needs. Yes, there are lots of advertisements, but the advertisements are for goods and services that you would actually use, and much of the information they contain is very useful. I've made purchases directly based on the information found in those advertisements.<br /><br />Country Living is the kind of magazine that you'll read and keep for reference. It's a useful tool for creating a gracious home -- always an ongoing activity!<br /><br />Ordering this subscription from Amazon was a mega money saver!",1
A30H2335OM7RD6,1251158400,One of My Favorites,"This magazine is one of my favorite magazines.<br /><br />Going through this magazine is like sitting down with my good friend, having a cup of tea, and talking about how to garden, make over my house and eat healthier all in one hour.<br /><br />The pictures are beatiful. The homes that this magazines shows are usually realistic and always lovely. Many of the ideas are creative ones that anyone with a little bit of talent can do for themselves. The homes tend to lean towards a country charm and a more classic, lived in look than the show room homes typically seen in a magazine.<br /><br />The minute this magazine arrives in my mail I'm opening it and browsing and looking through to see what interesting articles they have this month.<br /><br />Well worth the money. enjoy.",1
A2X02RWQ8RFYUW,1370131200,Perfect Fathers Day gift,This magazine has been my dads favorite since I as a kid. He cuts the jokes he likes out and mails them to my brother and I. This makes Father's Day gift giving a cinch.,1
